Arrival rate1H,Finish rate1H,Num of unique resource1H,Process active time1H,Service time per case1H,Time in process per case1H,Waiting time in process per case1H,Num in process case1H
1,1,5,297.98333333333335,731.5666666666667,297.98333333333335,0.0,1.0
2,0,13,1046.0666666666666,3679.666666666666,523.0333333333333,0.0,3.0
5,0,8,1090.3833333333332,442.9041666666667,272.5958333333333,0.0,8.0
1,0,10,622.6833333333333,9690.233333333334,622.6833333333333,0.0,8.0
2,0,6,273.2833333333333,802.5833333333333,136.64166666666665,0.0,8.0
2,0,11,478.78333333333336,5640.116666666668,239.39166666666668,0.0,10.0
3,0,17,1036.3000000000004,2876.177777777777,345.43333333333334,0.0,12.0
4,0,12,765.2666666666668,900.6583333333333,191.31666666666663,0.0,15.0
1,0,4,312.43333333333334,934.9,312.43333333333334,0.0,15.0
3,0,9,166.8,315.75,55.6,0.0,15.0
1,0,1,39.25,39.25,39.25,0.0,16.0
1,0,1,39.25,39.25,39.25,0.0,17.0
4,0,21,2116.5166666666664,8469.379166666668,529.1291666666666,0.0,21.0
3,0,6,319.65,261.87222222222215,106.55,0.0,24.0
1,0,7,780.1333333333333,6127.833333333332,780.1333333333333,0.0,25.0
1,0,5,778.2666666666668,5017.266666666666,778.2666666666668,0.0,26.0
1,0,2,36.23333333333333,70.38333333333334,36.23333333333333,0.0,27.0
1,0,3,224.3,455.53333333333336,224.3,0.0,28.0
3,0,7,316.95,334.27777777777777,105.65,0.0,31.0
2,0,4,438.9,800.925,219.45,0.0,33.0
4,0,9,677.95,313.7875,169.4875,0.0,37.0
2,0,4,593.15,1029.75,296.575,0.0,39.0
2,0,14,1076.75,4736.008333333333,538.375,0.0,41.0
1,0,1,18.9,18.9,18.9,0.0,42.0
3,0,4,301.98333333333335,275.2555555555556,100.66111111111113,0.0,45.0
3,0,10,298.43333333333334,328.8888888888889,99.47777777777776,0.0,48.0
2,0,19,1401.3333333333335,21090.33333333333,700.6666666666667,0.0,50.0
1,0,1,13.4,13.4,13.4,0.0,51.0
2,0,11,1007.5,2938.733333333333,503.75,0.0,53.0
2,0,8,1509.466666666667,2646.15,754.7333333333332,0.0,55.0
5,16,21,2823.05,7045.603333333333,564.6099999999999,0.0,60.0
1,1,4,197.86666666666667,374.6833333333333,197.86666666666667,0.0,61.0
3,1,7,591.4833333333332,331.4611111111111,197.16111111111115,0.0,48.0
3,10,10,1127.65,1741.3,375.8833333333334,0.0,49.0
8,0,19,1720.1333333333332,982.8875,215.01666666666665,0.0,53.0
7,0,27,3189.2833333333333,8306.859523809524,455.61190476190484,0.0,54.0
8,0,22,2276.3166666666666,1378.447916666667,284.5395833333333,0.0,57.0
6,0,16,983.2833333333333,982.7388888888893,163.88055555555556,0.0,57.0
2,0,3,1.55,3.0083333333333333,0.775,0.0,57.0
7,0,20,1119.6,2785.1404761904755,159.94285714285712,0.0,55.0
5,0,14,2829.45,2214.0133333333333,565.89,0.0,60.0
4,0,9,1229.8,1151.1833333333334,307.45,0.0,63.0
9,0,12,655.3333333333333,606.7296296296297,72.81481481481481,0.0,71.0
10,0,21,1420.0,1511.845833333333,177.5,0.0,71.0
5,0,23,1451.45,4650.095833333333,362.8625,0.0,76.0
3,0,6,428.31666666666666,737.0888888888887,142.77222222222218,0.0,79.0
4,10,14,1158.8833333333334,2269.0333333333333,289.72083333333336,0.0,83.0
2,5,3,19.5,19.0,9.75,0.0,85.0
1,3,7,243.06666666666663,1685.2333333333331,243.06666666666663,0.0,86.0
2,3,14,914.1333333333333,2613.4833333333336,457.06666666666666,0.0,88.0
2,2,6,149.71666666666667,296.8416666666667,74.85833333333333,0.0,80.0
4,1,16,969.0333333333333,1997.095833333333,242.25833333333333,0.0,82.0
6,0,14,1217.6,2275.0444444444447,202.9333333333333,0.0,83.0
1,0,4,2.5,11.083333333333336,2.5,0.0,79.0
8,0,24,1954.15,2514.047619047619,279.1642857142857,0.0,83.0
7,0,20,2430.633333333333,2456.1476190476183,347.2333333333333,0.0,84.0
3,0,14,582.5833333333333,1896.427777777778,194.19444444444443,0.0,84.0
5,0,18,1300.55,1450.88,260.11,0.0,86.0
3,0,7,253.9,145.17222222222222,84.63333333333333,0.0,87.0
3,0,10,607.5999999999998,1138.3722222222225,202.53333333333333,0.0,87.0
4,0,11,918.6166666666667,1640.2,229.65416666666667,0.0,89.0
5,0,21,2833.05,4789.236666666667,566.6099999999999,0.0,93.0
5,0,22,1657.85,3060.4066666666668,331.57,0.0,98.0
3,0,19,1729.5500000000004,4239.027777777777,576.5166666666668,0.0,101.0
4,9,14,1199.3166666666666,3961.5611111111107,399.77222222222224,0.0,105.0
1,2,1,176.36666666666667,192.71666666666667,176.36666666666667,0.0,106.0
1,2,1,7.033333333333332,7.033333333333332,7.033333333333332,0.0,107.0
1,3,10,682.55,12045.05,682.55,0.0,108.0
8,9,14,1444.0666666666666,1026.1916666666666,180.50833333333333,0.0,107.0
6,4,17,1936.1333333333328,1370.72,387.2266666666666,0.0,110.0
3,0,13,887.55,4498.616666666667,443.775,0.0,111.0
7,0,13,2585.616666666667,823.2261904761905,369.37380952380965,0.0,116.0
8,0,15,2183.3166666666666,1142.7604166666667,272.9145833333333,0.0,118.0
12,0,24,3441.5333333333333,1590.090909090909,312.8666666666667,0.0,121.0
10,0,24,2600.9000000000005,1934.353703703704,288.98888888888894,0.0,128.0
4,0,10,716.3166666666667,1208.9708333333333,179.07916666666668,0.0,127.0
6,0,19,1861.5166666666667,2985.3249999999994,310.25277777777774,0.0,129.0
5,0,17,2394.7333333333336,4803.336666666666,478.9466666666667,0.0,128.0
5,0,17,1859.9833333333331,2633.2791666666667,464.9958333333333,0.0,124.0
8,0,15,2614.0666666666666,1444.56875,326.7583333333333,0.0,128.0
5,0,18,1961.583333333333,3049.7333333333336,392.31666666666666,0.0,133.0
7,0,19,1603.0833333333335,2459.114285714285,229.01190476190484,0.0,140.0
2,10,13,796.5833333333333,2935.8416666666667,398.2916666666666,0.0,142.0
1,4,5,302.1666666666667,1772.7333333333331,302.1666666666667,0.0,143.0
1,1,9,444.06666666666666,2422.083333333333,444.06666666666666,0.0,144.0
5,2,4,918.4,328.5300000000001,183.68,0.0,135.0
6,0,17,1491.4333333333334,1109.038888888889,248.57222222222225,0.0,137.0
9,0,19,3099.850000000001,1857.6407407407407,344.4277777777778,0.0,144.0
2,0,2,6.7,3.75,3.35,0.0,138.0
3,0,14,1178.5666666666666,5545.883333333334,392.85555555555567,0.0,139.0
2,0,17,2174.0666666666666,10002.575,1087.0333333333333,0.0,139.0
5,0,7,601.9333333333333,662.8133333333334,120.38666666666666,0.0,143.0
4,0,8,924.25,395.7791666666667,231.0625,0.0,146.0
2,0,7,266.8333333333333,1149.3000000000004,133.41666666666666,0.0,148.0
6,0,14,749.6666666666665,1010.2694444444444,124.94444444444441,0.0,146.0
4,2,10,1035.3666666666668,513.8125,258.8416666666667,0.0,148.0
8,0,16,2157.2333333333336,2020.6190476190475,308.17619047619047,0.0,156.0
2,0,4,313.73333333333335,1160.2833333333333,156.86666666666667,0.0,158.0
1,8,2,82.73333333333333,93.7,82.73333333333333,0.0,159.0
2,3,1,18.0,9.0,9.0,0.0,161.0
1,4,13,1447.95,14181.383333333333,1447.95,0.0,162.0
1,6,10,1190.7166666666667,11660.85,1190.7166666666667,0.0,163.0
1,1,7,587.8,2902.2,587.8,0.0,162.0
7,1,17,1499.0500000000004,1313.6595238095238,214.15000000000003,0.0,161.0
5,3,20,1646.1166666666666,3053.5199999999995,329.2233333333333,0.0,163.0
5,0,17,1637.4,2215.6933333333336,327.48,0.0,164.0
